phishing,is_phishing,hour_of_day,subject_length,description_length,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,predicted_phishing
False,0,7,64,248,False,False,False,False,True,False,0
False,0,4,60,154,False,False,False,False,True,False,0
False,0,5,53,141,True,False,False,False,False,False,0
False,0,8,55,229,False,False,True,False,False,False,0
False,0,4,44,125,False,False,False,False,False,True,0
False,0,17,57,211,False,True,False,False,False,False,0
False,0,8,41,107,True,False,False,False,False,False,0
False,0,11,47,137,False,False,False,False,False,False,0
False,0,5,94,173,False,False,False,False,False,False,0
False,0,13,24,165,False,True,False,False,False,False,0
False,0,2,65,209,False,False,False,False,False,False,0
False,0,12,51,111,True,False,False,False,False,False,0
False,0,15,63,131,False,False,False,True,False,False,0
False,0,4,65,176,False,False,False,False,True,False,0
False,0,21,65,260,False,False,False,False,True,False,0
False,0,3,44,125,False,True,False,False,False,False,0
False,0,10,57,238,False,False,False,False,False,True,0
False,0,22,64,227,False,False,False,False,False,True,0
False,0,8,56,235,False,False,False,False,True,False,0
False,0,15,48,235,False,False,False,False,True,False,0
False,0,23,69,155,False,False,False,False,False,False,0
False,0,18,46,95,False,False,False,False,False,False,0
False,0,10,46,107,False,False,False,False,False,False,0
False,0,9,65,240,False,False,False,False,False,True,0
False,0,5,110,174,False,False,False,False,False,True,0
False,0,7,56,195,False,False,True,False,False,False,0
False,0,9,46,122,False,False,False,False,True,False,0
False,0,9,42,118,False,False,False,False,True,False,0
False,0,4,69,246,False,False,False,False,False,False,0
False,0,11,43,114,False,False,False,False,False,True,0
False,0,4,35,113,False,False,False,False,False,True,0
False,0,1,60,134,False,False,False,False,True,False,0
False,0,9,52,182,False,False,False,True,False,False,0
False,0,4,69,194,False,False,False,True,False,False,0
False,0,17,80,230,False,False,False,False,False,True,0
False,0,7,50,91,False,True,False,False,False,False,0
False,0,10,37,102,False,False,False,True,False,False,0
False,0,9,49,127,False,False,False,False,False,True,0
False,0,1,43,241,False,False,False,False,False,False,0
False,0,23,55,101,False,False,False,False,False,True,0
False,0,18,69,162,False,False,False,False,True,False,0
False,0,15,25,91,False,False,False,False,True,False,0
False,0,7,53,99,False,False,False,False,False,False,0
False,0,5,53,121,False,False,False,False,False,False,0
False,0,18,50,93,False,True,False,False,False,False,0
False,0,1,45,111,True,False,False,False,False,False,0
False,0,17,78,136,True,False,False,False,False,False,0
False,0,9,23,98,False,False,True,False,False,False,0
False,0,7,50,165,False,False,False,True,False,False,0
False,0,0,28,68,True,False,False,False,False,False,0
False,0,22,40,80,False,False,True,False,False,False,0
False,0,7,28,186,False,False,False,True,False,False,0
False,0,22,24,59,False,False,False,False,False,False,0
False,0,1,48,124,True,False,False,False,False,False,0
False,0,21,56,151,False,False,True,False,False,False,0
False,0,1,44,114,False,False,False,False,True,False,0
False,0,12,38,123,False,False,False,False,True,False,0
False,0,2,41,151,True,False,False,False,False,False,0
False,0,12,74,124,False,False,False,True,False,False,0
False,0,5,65,144,False,False,False,False,False,False,0
False,0,16,63,153,False,False,False,False,False,True,0
False,0,18,55,121,True,False,False,False,False,False,0
False,0,15,58,192,False,True,False,False,False,False,0
False,0,10,56,96,False,False,False,False,True,False,0
False,0,6,68,161,False,False,True,False,False,False,0
False,0,11,52,208,False,False,False,False,False,False,0
False,0,22,35,210,True,False,False,False,False,False,0
False,0,3,52,162,False,False,True,False,False,False,0
False,0,16,67,274,False,True,False,False,False,False,0
False,0,16,48,134,False,True,False,False,False,False,0
False,0,16,28,103,False,False,False,False,False,False,0
False,0,22,48,222,False,False,False,True,False,False,0
False,0,16,63,156,False,False,False,False,False,False,0
False,0,5,42,240,False,True,False,False,False,False,0
False,0,11,44,125,False,False,False,True,False,False,0
False,0,10,30,161,False,False,True,False,False,False,0
False,0,4,81,149,False,False,True,False,False,False,0
False,0,10,53,144,False,False,False,False,True,False,0
False,0,17,44,181,True,False,False,False,False,False,0
False,0,3,56,167,False,False,True,False,False,False,0
False,0,19,39,86,False,False,True,False,False,False,0
False,0,3,36,117,False,False,False,False,False,True,0
False,0,17,37,83,False,False,False,True,False,False,0
False,0,20,40,206,False,False,False,False,False,True,0
False,0,1,60,236,False,False,False,True,False,False,0
False,0,3,57,103,False,False,False,False,False,False,0
False,0,15,40,210,False,False,False,False,True,False,0
False,0,7,47,120,False,False,False,True,False,False,0
False,0,19,74,128,True,False,False,False,False,False,0
False,0,0,53,139,False,False,False,False,False,False,0
False,0,11,81,169,False,True,False,False,False,False,0
False,0,9,44,138,False,True,False,False,False,False,0
False,0,12,74,263,False,False,False,False,False,True,0
False,0,16,78,140,False,False,False,True,False,False,0
False,0,0,36,82,True,False,False,False,False,False,0
False,0,14,50,161,False,False,False,False,False,False,0
False,0,8,69,114,False,False,False,False,False,False,0
False,0,14,50,161,False,False,False,True,False,False,0
False,0,5,55,109,False,False,True,False,False,False,0
False,0,19,60,128,True,False,False,False,False,False,0
False,0,15,53,89,False,False,True,False,False,False,0
False,0,4,54,112,False,True,False,False,False,False,0
False,0,21,110,161,False,False,False,False,False,True,0
False,0,7,59,147,False,False,False,True,False,False,0
False,0,12,36,245,True,False,False,False,False,False,0
False,0,10,60,150,True,False,False,False,False,False,0
False,0,12,56,129,False,False,False,False,True,False,0
False,0,0,23,119,False,False,True,False,False,False,0
False,0,8,68,278,False,False,False,False,False,True,0
False,0,20,60,159,True,False,False,False,False,False,0
False,0,12,23,59,False,False,False,False,True,False,0
False,0,14,68,125,False,False,False,True,False,False,0
False,0,13,56,200,False,False,False,False,True,False,0
False,0,0,36,100,False,True,False,False,False,False,0
False,0,20,45,117,False,False,False,False,False,False,0
False,0,23,57,229,False,True,False,False,False,False,0
False,0,3,46,97,True,False,False,False,False,False,0
False,0,19,74,152,False,False,False,False,True,False,0
False,0,13,37,114,False,False,False,False,True,False,0
False,0,22,24,207,True,False,False,False,False,False,0
False,0,21,60,114,False,False,False,True,False,False,0
False,0,0,80,258,False,False,False,False,False,True,0
False,0,23,36,115,False,False,True,False,False,False,0
False,0,18,65,234,False,True,False,False,False,False,0
False,0,10,64,117,False,True,False,False,False,False,0
False,0,0,81,206,False,True,False,False,False,False,0
False,0,3,28,79,False,False,False,False,False,True,0
False,0,7,36,91,False,False,False,False,False,True,0
False,0,7,46,109,False,False,False,False,False,True,0
False,0,11,37,169,True,False,False,False,False,False,0
False,0,4,31,220,False,False,False,False,False,True,0
False,0,12,37,131,False,False,False,False,True,False,0
False,0,3,28,168,False,False,False,False,True,False,0
False,0,4,36,197,False,True,False,False,False,False,0
False,0,6,44,169,False,False,False,False,False,True,0
False,0,7,69,235,False,False,False,True,False,False,0
False,0,8,67,145,False,True,False,False,False,False,0
False,0,17,45,127,False,False,False,False,False,False,0
False,0,13,66,226,False,False,False,True,False,False,0
False,0,20,44,123,False,True,False,False,False,False,0
False,0,22,63,141,False,False,False,False,False,False,0
False,0,19,50,139,False,False,False,False,True,False,0
False,0,5,50,98,False,True,False,False,False,False,0
False,0,11,60,169,False,False,False,False,False,True,0
False,0,5,36,85,False,False,False,False,False,True,0
False,0,10,50,119,False,True,False,False,False,False,0
False,0,21,67,153,False,True,False,False,False,False,0
False,0,4,49,100,False,False,False,False,False,True,0
False,0,18,38,138,False,True,False,False,False,False,0
False,0,16,35,174,False,False,False,False,True,False,0
False,0,23,46,117,False,False,False,False,False,False,0
False,0,20,41,103,False,False,False,False,False,False,0
False,0,16,66,135,False,False,False,True,False,False,0
False,0,16,62,131,False,False,False,True,False,False,0
False,0,15,66,254,False,True,False,False,False,False,0
False,0,21,65,107,False,False,False,True,False,False,0
False,0,20,81,184,False,False,False,False,False,False,0
False,0,12,81,125,False,False,True,False,False,False,0
False,0,22,56,144,False,False,False,False,False,True,0
False,0,16,69,116,False,False,False,True,False,False,0
False,0,3,28,77,False,False,True,False,False,False,0
False,0,6,44,247,False,False,False,True,False,False,0
False,0,10,56,123,False,False,False,False,False,False,0
False,0,10,29,71,True,False,False,False,False,False,0
False,0,22,66,218,False,False,False,True,False,False,0
False,0,1,50,163,False,False,False,False,False,True,0
False,0,3,81,207,False,False,False,False,True,False,0
False,0,15,68,130,False,False,False,False,True,False,0
False,0,15,55,141,False,True,False,False,False,False,0
False,0,20,52,172,False,False,False,False,False,True,0
False,0,8,58,133,False,True,False,False,False,False,0
False,0,15,23,190,False,False,False,False,True,False,0
False,0,8,33,131,False,False,False,False,True,False,0
False,0,12,42,91,False,False,True,False,False,False,0
False,0,21,31,147,False,False,False,False,False,False,0
False,0,10,59,101,False,False,True,False,False,False,0
False,0,15,78,211,False,True,False,False,False,False,0
False,0,18,30,102,False,False,True,False,False,False,0
False,0,13,43,220,False,False,False,False,False,False,0
False,0,14,58,149,False,True,False,False,False,False,0
False,0,17,67,154,False,False,False,False,False,False,0
False,0,2,50,91,False,False,True,False,False,False,0
False,0,15,56,139,False,True,False,False,False,False,0
False,0,6,52,215,True,False,False,False,False,False,0
False,0,19,94,237,False,False,False,False,False,True,0
False,0,9,23,173,False,False,True,False,False,False,0
False,0,12,56,182,False,False,False,False,False,True,0
False,0,12,64,187,False,False,False,True,False,False,0
False,0,18,60,149,False,False,False,False,True,False,0
False,0,17,65,140,True,False,False,False,False,False,0
False,0,16,55,226,False,False,False,True,False,False,0
False,0,11,56,107,False,False,False,False,True,False,0
False,0,18,23,197,False,False,False,False,False,True,0
False,0,2,46,188,False,False,True,False,False,False,0
False,0,0,52,127,False,False,True,False,False,False,0
False,0,21,48,201,False,False,True,False,False,False,0
False,0,10,48,129,False,False,False,False,True,False,0
False,0,21,81,219,False,False,False,False,True,False,0
False,0,14,60,128,False,False,False,True,False,False,0
False,0,13,48,115,False,False,False,True,False,False,0
False,0,16,39,124,False,True,False,False,False,False,0
False,0,16,30,93,False,False,False,False,False,True,0
False,0,12,53,135,False,True,False,False,False,False,0
False,0,6,68,178,False,False,False,True,False,False,0
False,0,22,52,173,False,False,False,False,False,False,0
False,0,19,49,95,False,False,False,False,True,False,0
False,0,14,66,153,False,False,False,False,False,False,0
False,0,19,31,195,False,True,False,False,False,False,0
False,0,17,50,145,False,False,True,False,False,False,0
False,0,12,57,107,False,True,False,False,False,False,0
False,0,5,29,117,False,False,False,False,False,False,0
False,0,19,49,121,False,False,False,False,True,False,0
False,0,14,38,146,False,False,True,False,False,False,0
False,0,8,46,94,True,False,False,False,False,False,0
False,0,22,44,97,False,True,False,False,False,False,0
False,0,4,42,90,False,False,False,False,False,True,0
False,0,11,57,136,False,False,False,False,False,True,0
False,0,10,45,189,False,False,False,False,False,True,0
False,0,9,29,109,False,False,False,True,False,False,0
False,0,2,42,86,False,False,False,True,False,False,0
False,0,20,68,134,False,False,False,False,True,False,0
False,0,13,89,130,False,False,True,False,False,False,0
False,0,2,66,248,False,False,False,False,False,False,0
False,0,1,37,182,True,False,False,False,False,False,0
False,0,9,65,160,False,False,False,True,False,False,0
False,0,17,57,152,False,False,False,False,False,True,0
False,0,9,50,203,False,False,True,False,False,False,0
False,0,15,54,146,False,False,False,False,False,True,0
False,0,17,57,148,False,True,False,False,False,False,0
False,0,20,47,151,False,False,False,True,False,False,0
False,0,1,49,240,False,False,False,False,False,False,0
False,0,23,78,150,False,False,False,False,False,True,0
False,0,10,60,184,False,False,False,False,False,False,0
False,0,1,59,109,False,False,False,True,False,False,0
False,0,12,84,237,False,False,True,False,False,False,0
False,0,13,66,232,False,False,False,False,False,True,0
False,0,10,42,187,False,False,False,False,True,False,0
False,0,21,49,223,False,False,True,False,False,False,0
False,0,1,78,167,False,False,False,False,False,True,0
False,0,4,58,204,False,False,False,True,False,False,0
False,0,17,23,109,False,True,False,False,False,False,0
False,0,4,48,134,False,False,False,False,True,False,0
False,0,13,48,145,False,False,False,True,False,False,0
False,0,18,50,138,True,False,False,False,False,False,0
False,0,20,45,109,False,False,False,True,False,False,0
False,0,5,53,116,True,False,False,False,False,False,0
False,1,5,54,101,False,False,False,False,False,True,0
False,0,11,40,83,False,False,True,False,False,False,0
False,0,0,58,252,False,True,False,False,False,False,0
False,0,9,60,146,False,True,False,False,False,False,0
False,0,22,60,130,False,False,True,False,False,False,0
False,0,9,35,123,False,False,False,True,False,False,0
False,0,2,56,113,False,False,False,False,False,True,0
False,0,6,60,151,False,False,False,False,True,False,0
False,0,3,90,173,False,False,True,False,False,False,0
False,0,7,29,94,False,False,False,False,False,True,0
False,0,17,53,143,False,False,False,False,False,False,0
False,0,18,63,222,False,False,False,False,False,True,0
False,0,3,67,152,False,False,False,False,False,True,0
False,0,2,23,62,False,False,True,False,False,False,0
False,0,10,94,218,False,False,False,False,False,True,0
False,0,11,58,201,False,True,False,False,False,False,0
False,0,14,48,90,True,False,False,False,False,False,0
False,0,12,59,166,False,False,False,False,False,True,0
False,0,22,24,102,False,False,False,False,False,True,0
False,0,0,39,165,False,False,False,False,False,False,0
False,0,14,74,183,False,False,False,True,False,False,0
False,0,20,29,71,False,False,False,False,True,False,0
False,0,17,54,128,False,False,False,False,False,False,0
False,0,14,65,169,False,True,False,False,False,False,0
False,0,21,37,126,False,True,False,False,False,False,0
False,0,6,44,119,True,False,False,False,False,False,0
False,0,12,46,129,False,True,False,False,False,False,0
False,0,9,49,225,False,False,False,True,False,False,0
False,0,4,35,128,False,False,False,True,False,False,0
False,0,1,68,116,True,False,False,False,False,False,0
False,0,11,56,150,False,True,False,False,False,False,0
False,0,9,39,198,False,False,False,True,False,False,0
False,0,10,29,97,False,False,False,False,False,True,0
False,0,16,36,99,True,False,False,False,False,False,0
False,0,18,58,217,True,False,False,False,False,False,0
False,0,13,60,106,False,False,False,True,False,False,0
False,0,4,37,130,True,False,False,False,False,False,0
False,0,10,60,137,False,False,False,True,False,False,0
False,0,21,46,123,True,False,False,False,False,False,0
False,0,8,40,120,False,False,False,False,False,True,0
False,0,10,48,173,True,False,False,False,False,False,0
False,0,10,68,159,False,False,False,False,False,True,0
False,0,13,44,118,False,False,False,False,False,False,0
False,0,18,67,145,False,True,False,False,False,False,0
False,0,19,53,119,False,False,False,False,False,True,0
False,0,21,65,152,False,False,False,False,False,False,0
False,0,2,24,198,False,False,False,False,False,True,0
False,0,20,74,142,True,False,False,False,False,False,0
False,0,3,64,131,False,False,False,False,False,True,0
False,0,2,42,125,False,False,False,False,True,False,0
False,0,2,44,107,False,True,False,False,False,False,0
False,0,12,41,182,False,False,False,False,False,True,0
False,0,23,45,134,False,False,False,False,False,True,0
False,0,21,67,198,False,False,True,False,False,False,0
False,0,5,47,120,True,False,False,False,False,False,0
False,0,12,89,162,False,False,False,False,False,True,0
False,0,17,49,125,False,False,True,False,False,False,0
False,0,0,67,153,False,False,False,False,False,True,0
False,0,20,60,131,False,False,False,False,False,True,0
False,0,8,35,191,False,False,True,False,False,False,0
False,0,13,52,116,False,False,False,False,True,False,0
False,0,21,74,152,False,False,True,False,False,False,0
False,0,6,60,182,False,False,False,True,False,False,0
False,0,6,45,112,True,False,False,False,False,False,0
False,0,1,64,179,False,False,True,False,False,False,0
False,0,11,56,237,False,False,False,False,True,False,0
False,0,19,66,221,False,True,False,False,False,False,0
False,0,5,60,264,True,False,False,False,False,False,0
False,0,7,40,208,False,False,False,False,False,True,0
False,0,0,78,224,False,False,False,False,False,True,0
False,0,17,36,105,False,False,True,False,False,False,0
False,0,14,78,123,False,False,False,False,False,False,0
False,0,13,64,111,False,False,True,False,False,False,0
False,0,4,67,158,False,False,False,False,True,False,0
False,0,20,50,117,False,False,False,False,False,True,0
False,0,1,60,163,False,True,False,False,False,False,0
False,0,11,53,229,False,True,False,False,False,False,0
False,0,16,36,111,False,False,False,True,False,False,0
False,0,17,65,269,False,False,True,False,False,False,0
False,0,4,56,137,False,True,False,False,False,False,0
False,0,19,65,156,False,False,False,False,False,False,0
False,0,11,89,186,False,True,False,False,False,False,0
False,0,4,23,185,False,False,False,True,False,False,0
False,0,21,42,126,False,False,False,False,True,False,0
False,0,19,58,167,False,False,False,False,False,True,0
False,0,12,36,129,False,False,False,False,True,False,0
False,0,18,40,134,False,True,False,False,False,False,0
False,0,21,60,183,False,False,False,False,False,True,0
False,0,11,61,108,False,False,True,False,False,False,0
False,0,18,61,113,False,True,False,False,False,False,0
False,0,10,60,145,False,False,False,False,True,False,0
False,0,23,68,212,False,False,False,False,False,False,0
False,0,12,38,231,False,True,False,False,False,False,0
False,0,20,50,197,True,False,False,False,False,False,0
False,0,12,35,217,False,False,False,False,False,False,0
False,0,16,64,137,False,False,True,False,False,False,0
False,0,6,61,150,False,True,False,False,False,False,0
False,0,13,59,102,False,False,False,True,False,False,0
False,0,10,56,104,False,False,False,False,False,True,0
False,0,19,55,191,False,False,False,False,False,True,0
False,0,7,44,93,False,True,False,False,False,False,0
False,0,3,67,133,False,True,False,False,False,False,0
False,0,1,68,230,False,False,True,False,False,False,0
False,0,1,74,150,False,True,False,False,False,False,0
False,0,2,40,100,False,False,False,False,True,False,0
False,0,6,84,193,False,False,False,False,False,False,0
False,0,6,28,151,False,False,False,True,False,False,0
False,0,21,55,111,False,False,False,False,True,False,0
False,0,8,46,157,False,True,False,False,False,False,0
False,0,23,25,72,False,False,False,False,False,True,0
False,0,2,41,85,True,False,False,False,False,False,0
False,0,22,38,123,False,False,True,False,False,False,0
False,0,18,25,136,True,False,False,False,False,False,0
False,0,13,40,132,False,False,True,False,False,False,0
False,0,1,38,87,False,False,False,False,True,False,0
False,0,16,38,112,False,False,False,True,False,False,0
False,0,2,46,146,False,True,False,False,False,False,0
False,0,4,56,98,True,False,False,False,False,False,0
False,0,20,89,179,False,True,False,False,False,False,0
False,0,19,48,126,True,False,False,False,False,False,0
False,0,12,55,108,True,False,False,False,False,False,0
False,0,12,32,148,False,False,False,False,False,True,0
False,0,12,78,194,False,False,False,False,False,True,0
False,0,16,81,154,False,False,False,False,False,False,0
False,0,23,63,221,False,False,True,False,False,False,0
False,0,2,62,126,False,False,False,False,False,True,0
False,0,0,60,158,False,False,False,True,False,False,0
False,0,4,38,100,False,True,False,False,False,False,0
False,0,0,29,108,True,False,False,False,False,False,0
False,0,2,46,124,True,False,False,False,False,False,0
False,0,15,52,166,False,False,True,False,False,False,0
False,0,16,90,261,True,False,False,False,False,False,0
False,0,16,55,122,False,False,True,False,False,False,0
False,0,19,46,182,False,False,False,True,False,False,0
False,0,13,46,145,False,True,False,False,False,False,0
False,0,9,37,143,False,False,False,False,True,False,0
False,0,5,68,150,True,False,False,False,False,False,0
False,0,15,67,174,False,False,True,False,False,False,0
False,0,17,45,142,False,False,True,False,False,False,0
False,0,21,48,201,True,False,False,False,False,False,0
False,0,1,55,200,False,False,True,False,False,False,0
False,0,11,40,184,False,False,False,True,False,False,0
False,0,11,49,190,False,False,False,True,False,False,0
False,0,2,35,85,False,False,False,False,False,True,0
False,0,17,50,137,False,False,False,False,True,False,0
False,0,4,46,126,False,False,False,True,False,False,0
False,0,18,54,130,False,False,False,False,False,True,0
False,0,14,35,149,False,False,False,True,False,False,0
False,0,15,65,162,False,False,False,False,False,True,0
False,0,0,49,142,False,False,True,False,False,False,0
False,0,6,94,178,False,False,False,True,False,False,0
False,0,8,50,161,False,False,False,False,False,False,0
False,0,18,65,133,False,False,False,False,True,False,0
False,0,5,74,177,False,False,True,False,False,False,0
False,0,3,57,229,False,False,False,False,False,False,0
False,0,23,56,245,False,False,False,True,False,False,0
False,0,11,60,128,False,False,False,False,False,True,0
False,0,6,30,100,False,False,False,False,False,True,0
False,0,15,66,150,False,False,False,False,True,False,0
False,0,15,110,197,False,False,False,False,True,False,0
False,0,13,89,185,False,False,False,False,False,True,0
False,0,11,38,91,False,False,True,False,False,False,0
False,0,9,59,126,False,False,False,False,True,False,0
False,0,23,50,207,False,False,False,False,False,False,0
False,0,18,49,127,False,False,False,False,False,True,0
False,0,21,36,129,True,False,False,False,False,False,0
False,0,13,28,111,True,False,False,False,False,False,0
False,0,19,38,127,False,False,False,False,True,False,0
False,0,21,64,153,False,False,False,True,False,False,0
False,0,13,25,70,False,False,True,False,False,False,0
False,0,1,84,136,False,False,False,False,False,True,0
False,0,9,60,108,True,False,False,False,False,False,0
False,0,13,49,230,False,False,False,False,False,True,0
False,0,8,56,142,True,False,False,False,False,False,0
False,0,14,68,137,False,False,False,False,False,True,0
False,0,0,36,162,False,True,False,False,False,False,0
False,0,0,68,121,False,True,False,False,False,False,0
False,0,11,50,213,False,False,False,False,True,False,0
False,0,1,53,133,False,False,True,False,False,False,0
False,0,22,48,233,False,False,True,False,False,False,0
False,0,13,37,229,False,False,False,False,True,False,0
False,0,7,59,138,True,False,False,False,False,False,0
False,0,18,48,139,False,True,False,False,False,False,0
False,0,3,42,96,False,False,False,False,True,False,0
False,0,6,47,121,False,True,False,False,False,False,0
False,0,8,68,152,False,False,False,False,False,False,0
False,0,21,48,94,False,False,True,False,False,False,0
False,0,1,50,101,False,False,True,False,False,False,0
False,0,18,45,90,False,False,False,True,False,False,0
False,0,3,62,155,False,False,False,False,False,False,0
False,0,15,38,152,False,True,False,False,False,False,0
False,0,6,36,161,False,False,False,False,False,True,0
False,0,16,58,151,False,False,False,False,False,True,0
False,0,8,66,113,False,True,False,False,False,False,0
False,0,21,29,132,False,False,True,False,False,False,0
False,0,8,46,119,True,False,False,False,False,False,0
False,0,0,69,134,True,False,False,False,False,False,0
False,0,19,47,110,False,False,False,True,False,False,0
False,0,19,58,120,False,False,True,False,False,False,0
False,0,11,48,113,False,False,False,True,False,False,0
False,0,1,36,129,False,False,False,False,False,True,0
False,0,17,36,138,False,True,False,False,False,False,0
False,0,1,60,240,True,False,False,False,False,False,0
False,0,22,23,85,False,False,False,False,True,False,0
False,0,8,60,129,False,False,False,True,False,False,0
False,0,21,29,103,False,False,False,False,False,True,0
False,0,11,44,127,False,False,False,False,True,False,0
False,0,16,48,161,False,False,True,False,False,False,0
False,0,22,38,113,False,False,False,False,False,True,0
False,0,16,41,87,True,False,False,False,False,False,0
False,0,19,61,256,True,False,False,False,False,False,0
False,0,21,58,127,False,True,False,False,False,False,0
False,0,18,81,135,True,False,False,False,False,False,0
False,0,7,54,132,False,False,True,False,False,False,0
False,0,9,36,87,False,False,True,False,False,False,0
False,0,13,68,110,False,False,True,False,False,False,0
False,0,14,40,185,False,False,False,False,True,False,0
False,0,21,40,87,False,True,False,False,False,False,0
False,0,3,41,115,False,False,False,False,False,False,0
False,0,19,62,142,False,False,False,False,True,False,0
False,0,6,49,95,False,False,False,False,False,False,0
False,0,23,23,105,False,False,False,False,True,False,0
False,0,21,23,94,False,False,False,False,False,True,0
False,0,21,74,275,False,False,False,False,True,False,0
False,0,11,66,133,False,False,False,True,False,False,0
False,0,2,64,127,True,False,False,False,False,False,0
False,0,21,50,140,False,False,False,False,False,False,0
False,0,7,49,119,False,False,False,True,False,False,0
False,0,3,38,240,False,False,False,False,True,False,0
False,0,9,53,197,False,False,False,False,True,False,0
False,0,8,50,247,False,False,False,False,False,False,0
False,0,16,45,128,False,False,False,True,False,False,0
False,0,9,74,154,False,False,False,True,False,False,0
False,0,9,56,152,False,False,False,False,True,False,0
False,0,18,42,91,False,False,False,False,False,True,0
False,0,21,56,98,False,False,True,False,False,False,0
False,0,7,54,163,False,True,False,False,False,False,0
False,0,16,23,66,False,False,True,False,False,False,0
False,0,12,38,140,True,False,False,False,False,False,0
False,0,21,64,108,False,False,False,False,False,True,0
False,0,13,44,102,False,False,False,False,False,False,0
False,0,13,59,130,False,False,False,False,False,False,0
False,0,14,36,126,False,False,False,False,True,False,0
False,0,11,53,158,False,False,False,False,False,True,0
False,0,1,28,133,False,False,True,False,False,False,0
False,0,6,55,145,False,False,False,True,False,False,0
False,0,19,38,212,False,False,False,True,False,False,0
False,0,20,46,119,False,False,False,False,False,True,0
False,0,11,48,118,False,False,False,False,False,False,0
False,0,0,54,143,False,True,False,False,False,False,0
False,0,3,31,126,True,False,False,False,False,False,0
False,0,2,48,208,False,False,False,True,False,False,0
False,0,7,42,124,False,True,False,False,False,False,0
False,0,13,58,250,False,False,False,True,False,False,0
False,0,11,48,190,False,False,False,False,True,False,0
False,0,5,59,151,False,False,False,False,False,False,0
False,0,18,60,106,True,False,False,False,False,False,0
False,0,10,80,167,False,False,False,False,False,True,0
False,0,4,55,137,False,True,False,False,False,False,0
False,0,23,80,122,False,False,False,False,False,False,0
False,0,22,40,85,False,False,False,False,False,True,0
False,0,7,43,154,False,False,False,False,False,True,0
False,0,9,41,161,False,False,False,False,True,False,0
False,0,14,53,180,True,False,False,False,False,False,0
False,0,11,81,245,False,False,False,False,False,False,0
False,0,18,36,142,False,False,False,False,True,False,0
False,0,20,30,114,False,False,False,False,True,False,0
False,0,4,67,158,False,False,False,True,False,False,0
False,0,18,49,105,False,False,False,True,False,False,0
False,0,3,67,167,False,False,True,False,False,False,0
False,0,17,67,114,False,False,True,False,False,False,0
False,0,8,40,104,False,False,False,False,False,True,0
False,0,12,67,152,False,False,False,True,False,False,0
False,0,8,65,148,False,False,False,False,False,False,0
False,0,20,44,186,False,False,True,False,False,False,0
False,0,12,61,155,False,False,False,True,False,False,0
False,0,7,44,121,False,True,False,False,False,False,0
False,0,14,36,100,False,False,False,False,True,False,0
False,0,8,60,220,False,True,False,False,False,False,0
False,0,10,45,129,False,False,False,False,False,True,0
False,0,11,64,152,False,False,False,True,False,False,0
False,0,18,36,81,False,True,False,False,False,False,0
False,0,7,29,141,False,False,False,False,True,False,0
False,0,4,35,107,False,True,False,False,False,False,0
False,0,21,66,203,True,False,False,False,False,False,0
False,0,3,36,228,False,False,False,True,False,False,0
False,0,0,40,126,False,False,False,False,True,False,0
False,0,18,23,110,False,True,False,False,False,False,0
False,0,16,44,138,False,False,False,False,False,True,0
False,0,8,68,218,True,False,False,False,False,False,0
False,0,8,64,170,True,False,False,False,False,False,0
False,0,10,48,114,False,False,False,False,True,False,0
False,0,15,67,213,False,False,False,False,False,False,0
False,0,16,74,256,False,False,False,False,False,False,0
False,0,10,57,245,False,False,False,False,True,False,0
False,0,12,41,225,False,True,False,False,False,False,0
False,0,22,37,134,False,False,False,True,False,False,0
False,0,7,53,123,False,False,False,False,True,False,0
False,0,15,36,86,False,False,False,True,False,False,0
False,0,6,69,244,False,False,False,False,False,True,0
False,0,2,42,214,False,False,False,False,False,False,0
False,0,13,60,223,False,False,True,False,False,False,0
False,0,3,40,128,False,False,True,False,False,False,0
False,0,18,36,119,True,False,False,False,False,False,0
False,0,9,29,220,True,False,False,False,False,False,0
False,0,6,60,123,False,False,False,False,True,False,0
False,0,3,40,102,True,False,False,False,False,False,0
False,0,16,46,97,True,False,False,False,False,False,0
False,0,19,65,149,False,False,False,False,False,False,0
False,0,20,29,81,True,False,False,False,False,False,0
False,0,1,41,110,False,False,False,True,False,False,0
False,0,9,50,122,True,False,False,False,False,False,0
False,0,7,46,129,False,False,False,False,True,False,0
False,0,15,46,132,True,False,False,False,False,False,0
False,0,18,64,105,False,True,False,False,False,False,0
False,0,4,44,131,False,False,False,False,False,True,0
False,0,0,23,106,False,True,False,False,False,False,0
False,0,13,33,116,True,False,False,False,False,False,0
False,0,18,45,90,False,False,False,False,False,True,0
False,0,6,29,155,False,False,True,False,False,False,0
False,0,8,59,138,False,False,True,False,False,False,0
False,0,2,60,171,False,False,False,False,False,False,0
False,0,14,48,98,True,False,False,False,False,False,0
False,0,21,44,287,False,False,False,False,False,False,0
False,0,7,42,145,False,False,False,False,False,False,0
False,0,23,30,91,False,False,False,True,False,False,0
False,0,1,56,153,True,False,False,False,False,False,0
False,0,3,74,159,False,False,False,True,False,False,0
False,0,12,52,101,True,False,False,False,False,False,0
False,0,7,38,141,False,True,False,False,False,False,0
False,0,3,31,123,False,False,True,False,False,False,0
False,0,14,74,130,False,True,False,False,False,False,0
False,0,15,37,139,False,False,True,False,False,False,0
